RAZON SOCIAL,DIRECCION OPERATIVA,DISTRITO,DEPARTAMENTO,lat,lng
Pecsa,Sin dirección,Sin distrito,LIMA,-12.122611,-77.011061
Primax,Avenida La Marina,Sin distrito,LIMA,-12.081458,-77.070958
Repsol,Avenida Defensores del Morro,Sin distrito,LIMA,-12.169958,-77.023602
Primax,Avenida José Gálvez,Sin distrito,LIMA,-12.066908,-77.128582
Primax - Primax,Avenida La Marina,Sin distrito,LIMA,-12.075317,-77.097077
Primax,Calle Francisco Pizarro 1100,Sin distrito,LIMA,-12.05974,-77.132743
Repsol,Avenida Guillermo Prescott,Sin distrito,LIMA,-12.09133,-77.047571
Ava,Avenida Victor Raúl Haya de la Torre,Ventanilla,LIMA,-11.871761,-77.127076
Primax - Primax,Sin dirección,Sin distrito,LIMA,-12.116,-77.018565
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-12.120312,-77.018514
Repsol - Repsol Grifo Marimon,Avenida José Gálvez,Sin distrito,LIMA,-12.066087,-77.122536
Sin nombre,Sin dirección,Sin distrito,LIMA,-11.841896,-77.10406
REPSOL,Calle Leoncio Prado,Sin distrito,LIMA,-11.84723,-77.095749
Surgas,Sin dirección,Sin distrito,LIMA,-12.114123,-77.018102
Surgas,Sin dirección,Sin distrito,LIMA,-12.114193,-77.018109
Enpex,Sin dirección,Sin distrito,LIMA,-12.114871,-77.018181
Enpex,Sin dirección,Sin distrito,LIMA,-12.115023,-77.018179
Servigas,Sin dirección,Sin distrito,LIMA,-12.116057,-77.018084
pbf,Jirón Abtao,La Victoria,LIMA,-12.066164,-77.022698
GNV,Sin dirección,Sin distrito,LIMA,-12.112339,-77.01342
Repsol,Avenida La Marina,Sin distrito,LIMA,-12.084603,-77.064804
Primax - Primax,Avenida Pachacútec,Villa María del Triunfo,LIMA,-12.194879,-76.934389
Primax,Sin dirección,Sin distrito,LIMA,-12.195874,-76.93504
GNV - Repsol,Avenida Nestor Gambetta,Ventanilla,LIMA,-11.941357,-77.13074
PetroPerú - PetroPerú,Avenida María Reiche,Sin distrito,LIMA,-12.240841,-76.913537
Villa,Avenida María Reiche,Sin distrito,LIMA,-12.243146,-76.917816
PetroPerú - PetroPerú,Sin dirección,Sin distrito,LIMA,-12.110703,-77.046307
Petroperú,Avenida Nestor Gambetta,Ventanilla,LIMA,-11.888397,-77.125747
Gazel - Gazel,Sin dirección,Sin distrito,LIMA,-12.299718,-76.846421
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.298196,-76.848458
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.297977,-76.848779
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.297839,-76.848699
El Timon II,Sin dirección,Sin distrito,LIMA,-12.283921,-76.86326
Pecsa - Pecsa,Sin dirección,Sin distrito,LIMA,-12.226064,-76.928871
Petroperu,Sin dirección,Sin distrito,LIMA,-12.278816,-76.867874
Repsol,Avenida Defensores del Morro,Sin distrito,LIMA,-12.183483,-77.009056
Repsol,Sin dirección,Sin distrito,LIMA,-12.27351,-76.872602
Gazel - Gazel,Sin dirección,Sin distrito,LIMA,-12.259385,-76.885114
Primax,Sin dirección,Sin distrito,LIMA,-12.2566,-76.888283
PetroPerú - PetroPerú,Sin dirección,Sin distrito,LIMA,-12.253543,-76.891561
Pecsa,Avenida Alameda Sur,Sin distrito,LIMA,-12.194994,-77.009439
Repsol - Repsol,Avenida Alameda Sur,Sin distrito,LIMA,-12.196594,-77.01049
Petro Perú,Avenida San Juan,Chorrillos,LIMA,-12.191985,-76.983573
Grifo,Avenida Los Alamos,Sin distrito,LIMA,-12.18696,-76.989335
Repsol,Avenida El Sol,Sin distrito,LIMA,-12.178577,-76.996184
Gazel,Avenida Guardia Civil Sur,Sin distrito,LIMA,-12.178635,-76.996266
PetroPerú - Petroperú (GNV),Avenida Proceres de la Independencia 1015,Lima,LIMA,-12.017596,-77.002843
Pecsa - Pecsa,Sin dirección,Sin distrito,LIMA,-12.093887,-77.003019
Repsol,Avenida Guardia Civil Sur,Chorrillos,LIMA,-12.179892,-76.99813
Lucociza,Avenida Pachacutec,Sin distrito,LIMA,-12.179141,-76.944059
Pecsa,Calle Los Alamos,Sin distrito,LIMA,-12.155596,-76.960643
GNV,Avenida Pachacutec,Sin distrito,LIMA,-12.201362,-76.930395
Respol,Avenida Pachacutec,Sin distrito,LIMA,-12.207161,-76.926967
Primax - Primax Ferrero (GNV),Alameda del Corregidor 1195,La Molina,LIMA,-12.091884,-76.952714
Primax - Primax,Avenida Pachacutec,Villa María del Triunfo,LIMA,-12.225099,-76.918796
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.230771,-76.909627
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.23083,-76.909453
AVA,Sin dirección,Sin distrito,LIMA,-12.093515,-76.967167
Repsol - Repsol,Avenida Lima,Sin distrito,LIMA,-12.238568,-76.91283
Petroperu,Sin dirección,Sin distrito,LIMA,-12.049277,-77.013074
Petro América,Avenida Aviación,Sin distrito,LIMA,-12.117975,-76.998306
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-12.092068,-77.013281
Primax - Primax,Avenida Caminos del Inca,Sin distrito,LIMA,-12.113088,-76.99279
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-12.10536,-77.00083
Primax - Primax,Avenida Primavera,Sin distrito,LIMA,-12.108942,-76.971006
Sin nombre,Sin dirección,Sin distrito,LIMA,-11.967528,-76.992643
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-12.097452,-77.013041
Primax - Primax,Sin dirección,Sin distrito,LIMA,-12.179418,-76.962876
Sin nombre,Avenida Miguel Iglesias,Sin distrito,LIMA,-12.17635,-76.962662
Sin nombre,Sin dirección,Sin distrito,LIMA,-11.926109,-76.963376
Pecsa - Pecsa,Sin dirección,Sin distrito,LIMA,-12.107449,-77.010189
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-12.107516,-77.010721
Energigas,Avenida Isabel La Católica,Sin distrito,LIMA,-12.069994,-77.028123
Energigas,Avenida Isabel La Católica,Sin distrito,LIMA,-12.069989,-77.028229
Pecsa - Pecsa,Avenida Pachacutec,Sin distrito,LIMA,-12.168199,-76.951282
Primax - Primax,Avenida La Universidad,Sin distrito,LIMA,-12.075186,-76.936067
Grifo Andino,Avenida Pachacutec,Sin distrito,LIMA,-12.186556,-76.940428
Primax,Avenida La Molina,Sin distrito,LIMA,-12.085824,-76.901664
GLP,Avenida La Molina,Sin distrito,LIMA,-12.085935,-76.892351
Pecsa - Pecsa,Avenida Jose Carlos Mariategui,Sin distrito,LIMA,-12.152279,-76.951787
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-12.102364,-77.020914
GNV,Avenida Andrés Aramburú,Sin distrito,LIMA,-12.102471,-77.021004
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.102457,-77.020858
Primax - Primax,Sin dirección,Sin distrito,LIMA,-12.078849,-77.010456
Primax - Primax,Sin dirección,Sin distrito,LIMA,-12.078746,-77.010739
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-12.102617,-77.014978
Petro Perú,Avenida Metropolitana,Sin distrito,LIMA,-12.036293,-76.949554
Pecsa - Pecsa,Avenida Metropolitana,Sin distrito,LIMA,-12.038388,-76.954737
Petro Perú,Avenida Jose Carlos Maretegui,Sin distrito,LIMA,-12.044101,-76.975556
Primax - Primax,Avenida Canadá 1201,La Victoria,LIMA,-12.083167,-77.013622
Pecsa - Pecsa,Los Chancas de Andahuaylas,Sin distrito,LIMA,-12.034984,-76.956106
Pecsa,Avenida Lima,Sin distrito,LIMA,-12.22388,-76.90847
Sin nombre,Sin dirección,Sin distrito,LIMA,-11.978537,-76.992003
Sin nombre,Jirón Juan Castro,La Victoria,LIMA,-12.074754,-77.022157
Primax - Primax - La Pradera,Avenida La Encalada,Sin distrito,LIMA,-12.033101,-76.964694
PetroPerú - Petro Perú,Los Chancas de Andahuaylas,Sin distrito,LIMA,-12.038237,-76.965028
Primax - Primax,Avenida Canadá 1281,La Victoria,LIMA,-12.083563,-77.012571
Repsol,Sin dirección,Sin distrito,LIMA,-12.061911,-76.961533
Primax - Primax,Sin dirección,Sin distrito,LIMA,-12.064357,-76.960527
Sin nombre,Avenida Isabel La Católica,Lima,LIMA,-12.070016,-77.025612
Gazel,Avenida Isabel La Católica,Lima,LIMA,-12.06955,-77.021696
KPGas,Jirón Huanuco,Lima,LIMA,-12.057936,-77.017106
Joscham,Sin dirección,Sin distrito,LIMA,-12.07246,-77.002349
Primax - Primax,Nicolas Ayllon,Sin distrito,LIMA,-12.060196,-76.976363
Don Julian,Santa Rosa,Sin distrito,LIMA,-12.065864,-76.978885
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-12.082059,-77.016345
Repsol,Avenida Javier Prado Este,San Borja,LIMA,-12.086788,-76.991914
Petro Perú,Avenida de Las Américas,La Victoria,LIMA,-12.075804,-77.01632
Repsol,Sin dirección,Sin distrito,LIMA,-12.073105,-77.016658
Pecsa,Sin dirección,Sin distrito,LIMA,-12.172173,-76.965052
GNV - Vip USA GNV,Calle Jaspampa,Sin distrito,LIMA,-12.049643,-77.098866
Petro Perú,Avenida Río Perene,Sin distrito,LIMA,-12.038232,-76.933694
Sin nombre,Prolongación Huamanga,Lima,LIMA,-12.063682,-77.020381
Sin nombre,Prolongación Huamanga,La Victoria,LIMA,-12.064973,-77.020202
Gazel,Jirón Javier Luna Pizarro,Lima,LIMA,-12.06692,-77.02766
Repsol,Avenida Nicolas Ayllon,Lima,LIMA,-12.060747,-77.006357
Primax,Avenida Nicolas Ayllon,Sin distrito,LIMA,-12.064184,-76.995381
El Regalón,Avenida 27 de Diciembre,Sin distrito,LIMA,-12.187526,-76.925224
Primax,Avenida San Luis,Sin distrito,LIMA,-12.100767,-76.994342
Repsol - Repsol,Avenida Primavera,Sin distrito,LIMA,-12.11037,-76.976413
Grieo,Avenida Pachacutec,Sin distrito,LIMA,-12.202796,-76.929618
Pecsa,Avenida Santa Rosa,Sin distrito,LIMA,-11.990506,-77.097519
Primax,Avenida Carlos Alberto Izaguirre,Sin distrito,LIMA,-11.989505,-77.1049
Sin nombre,Avenida Angélica Gamarra,Sin distrito,LIMA,-12.009471,-77.087951
Repsol - Repsol,Avenida 28 de Julio,Lima,LIMA,-12.061427,-77.017764
Gazel,Prolongacion Parinacochas,Sin distrito,LIMA,-12.061298,-77.01782
Primax,Sin dirección,Sin distrito,LIMA,-11.94857,-77.080872
Repsol,Avenida Carlos Alberto Izaguirre,Sin distrito,LIMA,-11.990778,-77.081147
GLP,Avenida Canta Callao,Sin distrito,LIMA,-11.990593,-77.107584
Repsol,Avenida Universitaria,Sin distrito,LIMA,-11.973327,-77.076581
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-12.103652,-77.014816
Aguki,Sin dirección,Sin distrito,LIMA,-11.998005,-77.122434
Monte Azul,Avenida Canta Callao,Sin distrito,LIMA,-11.984003,-77.099026
Petroperú,Avenida Los Olivos,Sin distrito,LIMA,-11.983742,-77.098653
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-12.091165,-76.951264
Primax,Sin dirección,Sin distrito,LIMA,-11.979079,-77.084082
Pecsa,Sin dirección,Sin distrito,LIMA,-12.040682,-76.971018
Primax - Primax,Avenida Los Chancas de Andahuaylas,Santa Anita,LIMA,-12.037172,-76.962406
Ricsa,Calle Jaime Garza,San Luis,LIMA,-12.078061,-77.011875
Ricsa,Avenida Nicolas Arriola,San Luis,LIMA,-12.078015,-77.011685
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-11.946265,-77.07752
Pecsa,Sin dirección,Sin distrito,LIMA,-12.04309,-76.959453
Grifo Dennis S.A.,Avenida Paseo Quilca 200,Carmen de La Legua-Reynoso,LIMA,-12.035889,-77.097309
PetroPerú,Sin dirección,Sin distrito,LIMA,-11.943157,-77.077485
Repsol,Avenida Nicolas Ayllon,Lima,LIMA,-12.062785,-77.003138
GNV - Repsol,Avenida Nicolas Ayllon,Lima,LIMA,-12.062859,-77.002904
Repsol,Avenida Nicolas Ayllon,Lima,LIMA,-12.062769,-77.003322
Repsol - Repsol,Avenida Tupac Amaru,Sin distrito,LIMA,-11.989619,-77.057531
Pecsa,Avenida México,Lima,LIMA,-12.063166,-77.002261
Pecsa,Avenida México,Lima,LIMA,-12.063211,-77.00215
Pecsa,Carretera Central,Lurigancho,LIMA,-12.0073,-76.852595
Ecamel,Carretera Central,Lurigancho,LIMA,-12.006323,-76.847682
Pecsa,Carretera Central,Lurigancho,LIMA,-12.00258,-76.841408
Primax - Primax,Avenida San Borja Norte,San Borja,LIMA,-12.096054,-76.988326
Grifo Bolivar,Avenida Auxiliar Circunvalación,San Borja,LIMA,-12.08273,-76.98567
Primax - Primax,Sin dirección,Sin distrito,LIMA,-11.976991,-77.060351
Sin nombre,Sin dirección,Sin distrito,LIMA,-11.977406,-77.062727
Sin nombre,Avenida Metropolitana,Sin distrito,LIMA,-12.03918,-76.957849
Clarigas,Avenida Las Flores,Sin distrito,LIMA,-11.950039,-76.723827
Petro Perú,Carretera Central,Sin distrito,LIMA,-11.943187,-76.707234
PetroPerú - Petroperú,Sin dirección,Sin distrito,LIMA,-11.977564,-77.059275
Primax,Carretera Central,Sin distrito,LIMA,-12.012413,-76.878009
Sin nombre,Carretera Central,Sin distrito,LIMA,-12.009033,-76.862871
Repsol,Carretera Central 2274,Sin distrito,LIMA,-11.971038,-76.753145
Repsol,Avenida Defensores del Morro,Sin distrito,LIMA,-12.194341,-77.002646
Pecsa,Avenida Ramiro Prialé,Sin distrito,LIMA,-12.020546,-76.921798
Primax,Avenida Ramiro Prialé,Sin distrito,LIMA,-12.019967,-76.91926
Repsol - Repsol,Avenida 26 de Noviembre,Villa María del Triunfo,LIMA,-12.173286,-76.915949
Primax - Primax,Avenida Alfredo Benavides,Santiago de Surco,LIMA,-12.130224,-76.981734
Repsol,Sin dirección,Sin distrito,LIMA,-12.236889,-76.915193
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.146766,-76.836751
Repsol,Sin dirección,Sin distrito,LIMA,-12.109585,-76.824288
PetroPerú - PetroPerú,Sin dirección,Sin distrito,LIMA,-12.136396,-76.942752
Primax,Zona Villa El Salvador,Villa El Salvador,LIMA,-12.211565,-76.934304
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.198323,-76.958483
GNV - Pecsa,Avenida Benavides,Santiago de Surco,LIMA,-12.131073,-76.977471
Primax,Sin dirección,Sin distrito,LIMA,-12.229221,-76.862917
Repsol,Sin dirección,Sin distrito,LIMA,-12.255433,-76.879425
PetroPerú,Sin dirección,Sin distrito,LIMA,-12.248897,-76.873386
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-12.193096,-76.945441
Repsol,Sin dirección,Sin distrito,LIMA,-11.968558,-77.097431
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.174102,-76.989045
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.174063,-76.988947
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.174015,-76.988852
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.174015,-76.989052
Repsol,Sin dirección,Sin distrito,LIMA,-12.173971,-76.988955
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.173914,-76.989017
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.173847,-76.988887
GNV - Gaspetrol,Sin dirección,Sin distrito,LIMA,-12.166772,-76.949247
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-12.076529,-77.041734
Repsol,Sin dirección,Sin distrito,LIMA,-12.21877,-76.907119
Repsol,Sin dirección,Sin distrito,LIMA,-12.21862,-76.906997
PetroPerú - PetroPerú,Avenida Mariano Pastor Sevilla,Sin distrito,LIMA,-12.187118,-76.964208
Primax - Primax,Avenida Surco,Sin distrito,LIMA,-12.139169,-76.994253
PetroPerú - PetroPerú,Sin dirección,Sin distrito,LIMA,-12.063194,-76.969678
Repsol - Repsol,Avenida Separadora Industrial,Sin distrito,LIMA,-12.053406,-76.941999
Sin nombre,Sin dirección,Sin distrito,LIMA,-11.925528,-77.052358
San Pablo,Sin dirección,Sin distrito,LIMA,-12.067501,-77.009172
Sin nombre,Sin dirección,Sin distrito,LIMA,-11.940494,-76.698691
Primax,Sin dirección,Sin distrito,LIMA,-11.940332,-76.698833
PetroPERU,Avenida San Martin,Sin distrito,LIMA,-12.102276,-76.834346
Pecsa,Carretera Central,Sin distrito,LIMA,-12.01482,-76.884769
Pecsa,Carretera Central,Sin distrito,LIMA,-12.014739,-76.88463
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.008014,-76.856716
Primax,Sin dirección,Sin distrito,LIMA,-12.123794,-76.871967
Pecsa,Zona Chaclacayo,Chaclacayo,LIMA,-11.976494,-76.773472
Grifo Santa Rosa,Avenida José Carlos Mariátegui,Villa El Salvador,LIMA,-12.220012,-76.931501
Petroamérica,Avenida General Garzon,Jesús María,LIMA,-12.066869,-77.045417
Grifo Primax,Sin dirección,Sin distrito,LIMA,-13.065213,-76.357357
Servicentro Aedo,Sin dirección,Sin distrito,LIMA,-13.063061,-76.353584
GNV - Primax,Sin dirección,Sin distrito,LIMA,-12.23118,-76.932871
Repsol - Repsol,Calle Gerardo Unger,Sin distrito,LIMA,-12.01062,-77.053487
PetroPerú - PetroPerú,Sin dirección,Sin distrito,LIMA,-12.085391,-76.869331
GNV,Avenida Defensores del Morro,Sin distrito,LIMA,-12.175526,-77.017612
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.253348,-76.928792
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.253453,-76.928622
Primax,Avenida Marchand,Mala,LIMA,-12.661195,-76.63843
Repsol,Avenida Marchand,Mala,LIMA,-12.665679,-76.641393
Sin nombre,Carretera Panamericana Sur,Sin distrito,LIMA,-12.241139,-76.947398
Sin nombre,Carretera Panamericana Sur,Sin distrito,LIMA,-12.292114,-76.863194
Sin nombre,Carretera Panamericana Sur,Sin distrito,LIMA,-12.291924,-76.863305
Primax,Entrada a Pucusana,Sin distrito,LIMA,-12.467344,-76.75394
Pecsa,Carretera Panamericana Sur,Sin distrito,LIMA,-12.5084,-76.737653
PetroPerú - PetroPerú,Antigua Panamericana Sur,Sin distrito,LIMA,-12.350583,-76.810142
Sin nombre,Avenida Panamericana Sur,Sin distrito,LIMA,-12.512501,-76.736142
Repsol,Panamericana Sur,Sin distrito,LIMA,-12.69583,-76.643985
Primax,Panamericana Sur,Sin distrito,LIMA,-12.740378,-76.612652
Primax,Acceso a Mala,Sin distrito,LIMA,-12.707291,-76.621639
Gesa,Avenida Micaela Bastidas,Sin distrito,LIMA,-12.213037,-76.943313
Primax,Avenida Micaela Bastidas,Sin distrito,LIMA,-12.213193,-76.943208
Sin nombre,Acceso a Mala,Sin distrito,LIMA,-12.655596,-76.636714
Primax - Primax,Avenida Los Angeles,Villa El Salvador,LIMA,-12.200886,-76.950595
Repsol,Avenida Defensores de Lima,Sin distrito,LIMA,-12.141549,-76.97494
PetroPerú - Petro Peru,Jirón Parque Alto,Sin distrito,LIMA,-12.146495,-77.009479
PICORP S.A.C,Sin dirección,Sin distrito,LIMA,-11.998516,-76.927324
Primax,Avenida Mariscal Ramón Castilla,Santiago de Surco,LIMA,-12.135074,-77.007249
Pecsa - Pecsa,Sin dirección,Sin distrito,LIMA,-12.196979,-76.95622
Gazel,Avenida Mariano Pastor Sevilla,Sin distrito,LIMA,-12.192338,-76.961281
Pecsa,Avenida Miguel Iglesias,Sin distrito,LIMA,-12.181635,-76.962075
Castrol,Sin dirección,Sin distrito,LIMA,-11.858813,-77.004369
Petro Perú,Separadora Industrial,Sin distrito,LIMA,-12.072165,-76.981207
Primax,Carretera Central,Sin distrito,LIMA,-11.911511,-76.585033
PBF,Carretera Central,Sin distrito,LIMA,-11.912246,-76.60006
Grifo Primax,Carretera Central,Sin distrito,LIMA,-11.990631,-76.820724
Repsol - Repsol,Avenida Separadora Industrial 2503,Sin distrito,LIMA,-12.05977,-76.951193
Grifo Aucallama,Panamericana Norte,Chacra y Mar,LIMA,-11.612619,-77.232615
Grifo Aucallama,Panamericana Norte,Chacra y Mar,LIMA,-11.612693,-77.232454
Petroperú,Carretera Central,Sin distrito,LIMA,-11.912543,-76.542989
Petroperú,Carretera Central,Sin distrito,LIMA,-11.913304,-76.544203
Repsol,Carretera Central,Sin distrito,LIMA,-11.561883,-75.950737
Petro Peru,Carretera Central,Sin distrito,LIMA,-11.565726,-75.955787
Sin nombre,Carretera Central,Sin distrito,LIMA,-11.595479,-75.962171
Petrol Peru,Carretera Central,Sin distrito,LIMA,-11.602469,-75.968187
Primax,Carretera Central,Sin distrito,LIMA,-11.625448,-75.995631
Sin nombre,Jirón Las Begonias,Sin distrito,LIMA,-11.972366,-77.07324
Pecsa - Pecsa,Tantamayo,Sin distrito,LIMA,-11.969925,-77.087114
Sin nombre,Pacasmayo,Sin distrito,LIMA,-11.964788,-77.092206
El Norteño,Avenida Puente Piedra,Sin distrito,LIMA,-11.856746,-77.083891
Petro Perú,Avenida Central,Sin distrito,LIMA,-11.962262,-77.093816
Herco,Calle Copacabana,Ventanilla,LIMA,-11.840615,-77.114566
El Norteño,Avenida Puente Piedra,Sin distrito,LIMA,-11.856644,-77.083958
Primax,Avenida Puente Piedra,Sin distrito,LIMA,-11.855104,-77.085929
Repsol,Avenida Chancay,Sin distrito,LIMA,-11.503208,-77.229008
Primax,Avenida Chancay,Sin distrito,LIMA,-11.517103,-77.239081
Petroperu,Avenida Chancay,Sin distrito,LIMA,-11.500865,-77.22435
Primax,Avenida Chancay,Sin distrito,LIMA,-11.499189,-77.218537
Primax,Avenida Chancay,Sin distrito,LIMA,-11.498518,-77.216001
Repsol,Panamericana Norte,Chancay,LIMA,-11.600571,-77.247742
Repsol,Panamericana Norte,Chancay,LIMA,-11.559691,-77.266078
Santa Fe,Sepertin de Pasamayo,Sin distrito,LIMA,-11.76653,-77.160953
Santa Fe,Sepertin de Pasamayo,Sin distrito,LIMA,-11.76682,-77.160922
Petro Peru,Avenida Naranjal,Sin distrito,LIMA,-11.973836,-77.08707
Grifo Julio 2,Las Torres,Sin distrito,LIMA,-11.956311,-77.087895
Repsol,Avenida Circuvalación Este,Sin distrito,LIMA,-11.496688,-77.199368
Primax,Panamericana Norte,Sin distrito,LIMA,-11.113801,-77.593194
Primax,Panamericana Norte,Sin distrito,LIMA,-11.113179,-77.593067
Puma,Panamericana Norte,Sin distrito,LIMA,-10.970514,-77.646332
Primax,Andrés de los Reyes,Sin distrito,LIMA,-11.493043,-77.202141
Pecsa,Avenida Circuvalación Este,Sin distrito,LIMA,-11.495073,-77.200893
Primax,Avenida Circuvalación Norte,Sin distrito,LIMA,-11.489537,-77.207721
Repsol,Avenida Chancay,Sin distrito,LIMA,-11.498123,-77.214564
Pecsa - Pecsa,Avenida Chancay,Sin distrito,LIMA,-11.497356,-77.213365
AVA,Panamericana Norte,Sin distrito,LIMA,-11.537872,-77.282587
Petroperu,Panamericana Norte,Sin distrito,LIMA,-11.523752,-77.290727
Primax,Panamericana Norte,Sin distrito,LIMA,-11.497552,-77.30219
Repsol,Panamericana Norte,Sin distrito,LIMA,-11.480133,-77.308232
Primax,Panamericana Norte,Sin distrito,LIMA,-11.452236,-77.332566
Primax,Panamericana Norte,Sin distrito,LIMA,-11.192826,-77.57005
Primax,Avenida Tupac Amaru,Sin distrito,LIMA,-11.107658,-77.59683
Primax,Panamericana Norte,Sin distrito,LIMA,-11.113282,-77.59457
Pecsa,Panamericana Norte,Sin distrito,LIMA,-11.111201,-77.594745
Repsol,Panamericana Norte,Sin distrito,LIMA,-11.107866,-77.595174
Puma,Avenida Francisco Vidal,Sin distrito,LIMA,-11.11039,-77.605824
Pecsa,Calle Domingo Coloma,Sin distrito,LIMA,-11.106451,-77.605992
Pecsa,Avenida San Martin,Sin distrito,LIMA,-11.105514,-77.605615
Inversiones Korioto S.A.C.,Sin dirección,Sin distrito,LIMA,-12.018111,-76.989819
Primax - Primax,Sin dirección,Sin distrito,LIMA,-12.127834,-76.991956
Pecsa - Pecsa,Sin dirección,Sin distrito,LIMA,-12.142137,-77.001738
Gaspetrol,Sin dirección,Sin distrito,LIMA,-12.054946,-76.964149
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-12.058025,-76.971315
Primax - Primax (GNV),Avenida Javier Prado Este,Santiago de Surco,LIMA,-12.084417,-76.974685
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-12.07488,-76.96364
PetroPerú - PetroPerú,Sin dirección,Sin distrito,LIMA,-12.063282,-76.963447
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.060143,-76.961669
Pecsa - Pecsa,Sin dirección,Sin distrito,LIMA,-12.04272,-76.970848
Sin nombre,Sin dirección,Sin distrito,LIMA,-11.861003,-77.071692
Primax,Avenida Nicolas Ayllon,Sin distrito,LIMA,-12.064294,-76.995612
Primax - Primax,Sin dirección,Sin distrito,LIMA,-12.081638,-76.968074
Grifo Fercor,Sin dirección,Sin distrito,LIMA,-11.864061,-77.069223
Repsol,Sin dirección,Sin distrito,LIMA,-11.863803,-77.062314
H-E-B Gas,Sin dirección,Sin distrito,LIMA,-11.936,-77.059701
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.070253,-76.994243
Primax,Sin dirección,Sin distrito,LIMA,-12.063293,-76.981601
Pecsa,Sin dirección,Sin distrito,LIMA,-11.915491,-76.615692
Grifo Repsol Los Virreyes,Sin dirección,Sin distrito,LIMA,-12.03006,-76.94061
Intigas,Avenida Caminos del Inca,Chorrillos,LIMA,-12.205549,-76.990577
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-11.985313,-76.895292
Repsol - Repsol,Avenida El Sol,Villa El Salvador,LIMA,-12.213218,-76.96583
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.023626,-76.894838
Sin nombre,Sin dirección,Sin distrito,LIMA,-11.910638,-77.055446
Sin nombre,Sin dirección,Sin distrito,LIMA,-11.91051,-77.055618
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.14773,-76.999413
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.147593,-76.999318
Petro América,Sin dirección,Sin distrito,LIMA,-12.453024,-76.75555
Petro América,Sin dirección,Sin distrito,LIMA,-12.453117,-76.755867
PetroPerú - PetroPerú,Sin dirección,Sin distrito,LIMA,-12.253617,-76.891626
GES,Avenida La Marina,Sin distrito,LIMA,-12.077882,-77.093263
PetroPerú - PetroPerú,Sin dirección,Sin distrito,LIMA,-12.153745,-76.879285
Repsol - Repsol,Sin dirección,Sin distrito,LIMA,-12.241007,-76.913887
Primax - Primax,Sin dirección,Sin distrito,LIMA,-13.0699,-76.340943
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.023925,-76.973771
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.024922,-76.970665
Sin nombre,Sin dirección,Sin distrito,LIMA,-12.025055,-76.970699
Primax - PRIMAX (GNV),Sin dirección,Sin distrito,LIMA,-11.997118,-77.062346
Estacion 6,Sin dirección,Sin distrito,LIMA,-13.074543,-76.325885
Repsol - Repsol,Avenida 26 de Noviembre,Villa María del Triunfo,LIMA,-12.170894,-76.917095
Pecsa - Terpel,Sin dirección,Sin distrito,LIMA,-12.038799,-77.066287
PetroPerú - PetroPerú,Sin dirección,Sin distrito,LIMA,-12.04228,-77.065811
Sin nombre,Sin dirección,Sin distrito,LIMA,-11.93821,-76.973723
Sin nombre,Sin dirección,Sin distrito,LIMA,-11.927107,-76.965361
Sin nombre,Sin dirección,Sin distrito,LIMA,-11.924264,-76.963357
Grifos Primax,Avenida Heroes Del Cenepa Oeste,Sin distrito,LIMA,-11.966179,-76.97162
