No;EXPEDIENTE;CODIGO OSINERGMIN;REGISTRO;RUC;RAZON SOCIAL;DIRECCION OPERATIVA;DEPARTAMENTO;PROVINCIA;DISTRITO;TIPO DE ESTABLECIMIENTO;TANQUE 1;TANQUE 2;TANQUE 3;TANQUE 4;TANQUE 5;TANQUE 6;TANQUE 7;TANQUE 8;TANQUE 9;TANQUE 10;CAP.TOTAL CL (gln);FEC. EMISION;TÉRMINO DE VIGENCIA;REPRESENTANTE;GLP EN CILINDROS (kg)
2600;202300084728;126723;126723-050-150423;10101018674;CIRO BUENAVENTURA JUNCO HUAMANCULI;CARRETERA ANDAHUAYLAS OCOBAMBA MZ A-2 LOTE 3;APURIMAC;CHINCHEROS;OCOBAMBA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:5250:GASOLINA REGULAR ;C1:2300:Diesel B5 S-50 C2:1600:Diesel B5 S-50 ;;;;;;;;;9150;15/04/2023;INDEFINIDO;CIRO BUENAVENTURA JUNCO HUAMANCULI;0
2601;201800069699;135572;135572-050-010518;20448559093;SERVICENTRO NUEVA KALIFORNIA S.R.L.;AV. JULIO C. TELLO N° 300, 306, 310 ESQUINA CON EL JR. MARAÑON;PUNO;SAN ROMAN;JULIACA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:2247:GASOHOL 90 PLUS ;C1:4462:Diesel B5 S-50 ;C1:3596:GASOHOL 84 PLUS ;;;;;;;;10305;1/05/2018;INDEFINIDO;JUDITH VELIZ BENIQUE ;0
2602;202100092128;104988;104988-050-100521;20600324382;TOQUE DE MIDAS S.R.L.;AV. VÍA DE EVITAMIENTO SUR N° 2810 SECTOR 12 “SAN MARTÍN” BARRIO SAN MARTÍN DE PORRES;CAJAMARCA;CAJAMARCA;CAJAMARCA;ESTACIONES DE SERVICIOS;C1:8000:Diesel B5 S-50 ;C1:4000:GASOHOL 95 PLUS ;C1:4000:GASOHOL 90 PLUS ;C1:2500:GASOHOL 84 PLUS ;;;;;;;18500;10/05/2021;INDEFINIDO;AIDA RUTH CASTILLO MESIAS;720
2603;202300059801;38642;38642-050-280323;20603988974;SERVICENTRO CORPORACION COPACABANA EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA;VIA QUILLABAMBA - KITENI KM. 1.4 SECTOR SAN PEDRO;CUSCO;LA CONVENCION;SANTA ANA;ESTACIONES DE SERVICIOS;C1:4000:GASOHOL 84 PLUS ;C1:4000:GASOLINA REGULAR ;C1:8000:Diesel B5 S-50 ;;;;;;;;16000;28/03/2023;28/03/2024;JULIA PACCARA MAMANI;240
2604;1810164;63803;0003-GRIF-02-2008;10323878221;MARTIN EFRAIN TORRES OLIVEROS GRIFO PETRO PALMIRA-CARAZ;AV. LUZURIAGA S/N CARRETERA CENTRAL CARAZ-HUARAZ KM. 635;ANCASH;HUAYLAS;CARAZ;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:2677:DIESEL 2 ;C1:1737:GASOLINA 84 ;;;;;;;;;4414;5/08/2008;INDEFINIDO;TORRES OLIVEROS, MARTIN EFRAIN;0
2605;201900129251;102107;102107-050-090819;20568607466;CONSORCIO RAMIREZ HNOS. S.A. ;AV. PERU S/N ;HUANCAVELICA;TAYACAJA;DANIEL HERNANDEZ;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:2000:Diesel B5 S-50 C2:2000:GASOHOL 90 PLUS C3:1000:GASOHOL 90 PLUS ;;;;;;;;;;5000;9/08/2019;INDEFINIDO;MARIVEL RAMIREZ LIZARBE;0
2606;202100216725;158945;158945-050-121121;20495843182;MALAVER SALAZAR ASOCIADOS S.A.C.;AV. LA PAZ N° 906-908 ESQUINA JR. ARGENTINA N° 394-396-398;CAJAMARCA;CAJAMARCA;CAJAMARCA;ESTACIONES DE SERVICIOS;C1:6500:Diesel B5 S-50 ;C1:3900:GASOHOL 90 PLUS ;C1:2600:GASOHOL 95 PLUS ;C1:2600:GASOHOL 98 PLUS ;;;;;;;15600;12/11/2021;INDEFINIDO;KATHYA EVELIN DEL PILAR MALAVER SALAZAR;0
2607;201400013494;84696;84696-050-180314;20523473949;CORPORACION PETROLERA SAN ANTONIO S.A.C.;AV. 4 N 510, ALTURA KM. 37.5 DE LA CARRETERA PANAMERICANA NORTE, MARGEN IZQUIERDA LIMA-ANCON;LIMA;LIMA;PUENTE PIEDRA;ESTACIONES DE SERVICIOS;C1:3279:GASOHOL 84 PLUS C2:3290:GASOHOL 90 PLUS ;C1:6580:Diesel B5 S-50 ;C1:3990:GASOHOL 98 PLUS C2:2586:SIN PRODUCTO ;;;;;;;;19725;17/02/2014;INDEFINIDO;MAXIMO ELADIO RODRIGUEZ LEANDRO;0
2608;202000056346;39876;39876-050-160520;10011581957;ORESTES MARTIN URBINA GALAN;CARRETERA FERNANDO BELAUNDE TERRY KM 0+120;SAN MARTIN;MOYOBAMBA;MOYOBAMBA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:6240:GASOLINA 84 ;C1:5280:GASOLINA 90 ;C1:6650:Diesel B5 S-50 ;C1:3900:GASOLINA 95 ;;;;;;;22070;16/05/2020;INDEFINIDO;ORESTES MARTIN URBINA GALAN;0
2609;202000056361;97499;97499-050-230520;20603792069;NEGOCIOS E INVERSIONES MAYLUX S.A.C.;CARRETERA FERNANDO BELAUNDE TERRY KM 467+750;SAN MARTIN;RIOJA;RIOJA;ESTACIONES DE SERVICIOS;C1:4500:Diesel B5 S-50 C2:2500:GASOLINA 84 C3:2000:GASOLINA 90 ;;;;;;;;;;9000;23/05/2020;INDEFINIDO;MARTA ILDA TARRILLO CASTRO DE DIAZ ;480
2610;202000039766;149448;149448-050-050320;20603920059;SERVICENTROS SANTO SEPULCRO S.R.L.;CARRETERA CENTRAL (PROGRESIVA KM. 43 +792) ANEXO VILCABAMBA;JUNIN;TARMA;ACOBAMBA;ESTACIONES DE SERVICIOS;C1:9000:Diesel B5 S-50 ;C1:5000:GASOHOL 90 PLUS C2:3000:GASOHOL 95 PLUS ;;;;;;;;;17000;5/03/2020;INDEFINIDO;YIU MEEN FERNANDO RUIZ UMPIRE ;0
2611;202300062990;167610;167610-050-110423;20450719367;EMPRESA DE SERVICIOS ARANK'UMA SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA;CARRETERA MARA - CHALLHUAHUACHO ;APURIMAC;COTABAMBAS;MARA;ESTACIONES DE SERVICIOS;C1:10000:Diesel B5 S-50 ;C1:5000:GASOHOL REGULAR C2:5000:GASOHOL PREMIUM ;;;;;;;;;20000;11/04/2023;INDEFINIDO;LUIS HUAMAN PACO;0
2612;202200024495;131613;131613-050-210222;20605861432;CORPORACION VINALOR RH SICIEDAD ANONIMA CERRADA - CORPORACION VINALOR RH S.A.C.;SECTOR MOLINUYOC S/N;CUSCO;CALCA;SAN SALVADOR;ESTACIONES DE SERVICIOS;C1:4635.4:GASOHOL 90 PLUS ;C1:2336.78:GASOHOL 95 PLUS ;C1:2336.78:GASOHOL 98 PLUS ;C1:9251.74:Diesel B5 S-50 ;;;;;;;18560.7;21/02/2022;INDEFINIDO;VICTOR RUPA LOAIZA;0
2613;202300056167;167483;167483-050-050523;10024123788;MAMANI CALSINA FLAVIA DOMITILA;CARRETERA JULIACA - HUANCANE KM. 11+160 PREDIO LLAN CRUCERO CCACCACHA;PUNO;HUANCANE;PUSI;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:6586:Diesel B5 S-50 ;C1:6586:Diesel B5 S-50 ;C1:3951:GASOHOL PREMIUM ;C1:3951:GASOHOL 84 PLUS ;C1:3951:GASOHOL REGULAR ;;;;;;25025;5/05/2023;INDEFINIDO;MAMANI CALSINA FLAVIA DOMITILA;0
2614;202100116252;119217;119217-050-040721;10707503861;JOSE LUIS MEZA TRUJILLO;CASERIO HUANCAHUASI DEL CENTRO POBLADO JUAN JOSE CRESPO Y CASTILLO -AYANCOCHA;HUANUCO;AMBO;AMBO;ESTACIONES DE SERVICIOS;C1:9000:Diesel B5 S-50 ;C1:2000:GASOHOL 95 PLUS C2:2000:GASOHOL 90 PLUS ;;;;;;;;;13000;4/07/2021;INDEFINIDO;JOSE LUIS MEZA TRUJILLO;0
2615;201600165267;95664;95664-050-171116;20529468831;ESTACION DE SERVICIOS Y GRIFOS CORREA S.R.L.;INTERSECCION JR. JOSE GALVEZ Y JR. RAMÓN CASTILLA;CAJAMARCA;SAN MIGUEL;SAN MIGUEL;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:1500:DIESEL B5 ;C1:1500:GASOHOL 90 PLUS ;C1:1154:GASOHOL 95 PLUS ;;;;;;;;4154;17/11/2016;INDEFINIDO;CINTHIA LIZZET CORREA LOZANO;0
2616;202100286625;18877;18877-050-240122;20538461904;INVERSIONES Y NEGOCIOS YOLANDA E.I.R.L.;AV. ANGELICA GAMARRA MZ. I LT. 11-C SAN MARTIN DE PORRES;LIMA;LIMA;SAN MARTIN DE PORRES;ESTACIONES DE SERVICIOS;C1:4000:GASOHOL 90 PLUS C2:4000:GASOHOL 95 PLUS ;C1:5500:GASOHOL 97 PLUS C2:2500:SIN PRODUCTO ;C1:8000:Diesel B5 S-50 ;;;;;;;;24000;24/01/2022;INDEFINIDO;OSCAR HILARION VARGAS LEON;0
2617;1502581;82231;82231-050-200911;20450698939;SERVICENTRO CARIBE S.A.C ;ANDRES AVELINO CACERES Nº 422;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:7902:DIESEL B5 ;C1:7902:GASOLINA 84 ;C1:4146:DIESEL B5 ;;;;;;;;19950;20/09/2011;INDEFINIDO;GARCIA MIRANDA DAVID ;0
2618;201900067369;127593;127593-050-290419;20267061069;EMPRESA INDUSTRIAL COMERCIAL Y DE SERVICIOS MATILDE LEON S.A.;CALLE RAMON CASTILLA S/N ESQUINA AV. NUEVA;LIMA;CANTA;CANTA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:1817:GASOHOL 95 PLUS ;C1:2730:GASOHOL 90 PLUS ;C1:1817:GASOHOL 97 PLUS ;C1:3637:Diesel B5 S-50 ;;;;;;;10001;29/04/2019;INDEFINIDO;ADOLFO LLACSA LEON;240
2619;202000149963;133039;133039-050-211020;20601403316;GRIFO SERVICENTRO BROWN CESAR S.A.C.;SECTOR DE SEMPICONA COMUNIDAD VALLE HUATANAY PUNA PUNABAMBA, SECTOR II CHOQUEPATA ;CUSCO;QUISPICANCHI;OROPESA;ESTACIONES DE SERVICIOS;C1:10400:Diesel B5 S-50 ;C1:10400:Diesel B5 S-50 ;C1:3400:GASOHOL 90 PLUS C2:7000:GASOHOL 90 PLUS ;C1:5200:GASOHOL 95 PLUS C2:5200:GASOHOL 84 PLUS ;;;;;;;41600;21/10/2020;INDEFINIDO;BROWN AUGUSTO VILCA HURTADO ;480
2620;202200086113;44177;44177-050-190522;20103744131;INVERSIONES GENERALES S.A.;CARRETERA NAUTA - IQUITOS KM. 1.7 CON AV. CIRCULAR ;LORETO;LORETO;NAUTA;ESTACIONES DE SERVICIOS;C1:2511:GASOLINA 84 ;C1:2732:GASOLINA 90 ;C1:3397:DIESEL B5 ;C1:2843:GASOLINA 84 ;;;;;;;11483;19/05/2022;INDEFINIDO;YADIN SINACAY PEREZ;720
2621;202000084457;113329;113329-050-220720;10432921811;JENRRI GARCIA DEL AGUILA;JR. UCAYALI CUADRA 5;SAN MARTIN;PICOTA;TRES UNIDOS;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:2550:Diesel B5 S-50 C2:1300:GASOLINA 84 C3:3060:GASOLINA 90 ;;;;;;;;;;6910;22/07/2020;INDEFINIDO;JENRRI GARCIA DEL AGUILA;720
2622;202100264696;20098;20098-050-051221;20525166415;MULTISERVICIOS ECOGAS S.A.C.;AV. INDUSTRIAL Nº 1895 ESQUINA CON CALLE TACNA;TACNA;TACNA;TACNA;ESTACIONES DE SERVICIOS;C1:5900:Diesel B5 S-50 ;C1:5250:GASOHOL 90 PLUS ;C1:3950:GASOHOL 95 PLUS ;C1:3950:Diesel B5 S-50 ;C1:1300:SIN PRODUCTO ;;;;;;20350;5/12/2021;INDEFINIDO;SAMM MAURICIO AAROM MATOS SIFUENTES;0
2623;201800178620;17860;17860-050-281018;20535515213;TITAN GROUP S.A.C.;JR. JOSE CARLOS MARIATEGUI Nº 540 URB. UNIVERSAL;LIMA;LIMA;SANTA ANITA;ESTACIONES DE SERVICIOS;C1:3500:Diesel B5 S-50 ;C1:1200:GASOHOL 95 PLUS ;C1:3500:Diesel B5 S-50 ;C1:2500:GASOHOL 90 PLUS ;C1:2500:GASOHOL 90 PLUS ;;;;;;13200;28/10/2018;INDEFINIDO;EDITH HUAMARI EULOGIO ;480
2624;202100076421;8885;8885-050-270521;10489037357;BACA FARFAN ULISES RICHARD MARTIN;JR. APURIMAC N° 312;PIURA;MORROPON;CHULUCANAS;ESTACIONES DE SERVICIOS;C1:5250:Diesel B5 S-50 ;C1:5250:GASOHOL 84 PLUS ;C1:2000:GASOHOL 90 PLUS ;C1:1360:SIN PRODUCTO ;;;;;;;13860;27/05/2021;INDEFINIDO;ULISES RICHARD MARTIN BACA FARFAN;720
2625;202000034495;149365;149365-050-060320;20534008687;TLT TRANSPORTES & MINERIA S.A.C.;AV. CENTENARIO 1798 / PASAJE INDUSTRIAL - PARAJE CASCAPAMPA;ANCASH;HUARAZ;INDEPENDENCIA;ESTACIONES DE SERVICIOS;C1:6000:Diesel B5 S-50 ;C1:6000:Diesel B5 S-50 ;C1:1500:GASOHOL 90 PLUS C2:1500:GASOHOL 90 PLUS C3:1500:GASOHOL 95 PLUS C4:1500:GASOHOL 97 PLUS ;;;;;;;;18000;5/03/2020;INDEFINIDO;CARLOS MARIO DEPAZ FIGUEROA;0
2626;201700185737;35021;35021-050-041117;20602334211;SERVICENTRO CERRO AZUL E.I.R.L.;CARRETERA PANAMERICANA SUR KM. 129+400;LIMA;CAÑETE;CERRO AZUL;ESTACIONES DE SERVICIOS;C2:2000:GASOHOL 95 PLUS C1:2000:GASOHOL 90 PLUS C3:2000:Diesel B5 S-50 C4:2000:Diesel B5 S-50 ;;;;;;;;;;8000;4/11/2017;INDEFINIDO;AURELIANO FRANCISCO DONAIRES OROSCO;720
2627;202200193779;154830;154830-050-251022;10453634341;SALAZAR PEREZ GABY;CARRETERA DE AGUA BLANCA A BELLAVISTA KM. 64 + 100;SAN MARTIN;EL DORADO;AGUA BLANCA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:3000:Diesel B5 S-50 ;C1:3000:GASOLINA 84 ;C1:3000:GASOLINA 90 ;;;;;;;;9000;25/10/2022;INDEFINIDO;GABY SALAZAR PEREZ;480
2628;202300059110;110332;110332-050-280323;20533634584;GRIFO ELOHIM S.A.C.;PREDIO HUANCHACPAMPA - CASERIO HUARIMAYO, SAN MARCOS;ANCASH;HUARI;CHAVIN DE HUANTAR;ESTACIONES DE SERVICIOS;C1:5500:Diesel B5 S-50 ;C1:2490:GASOHOL PREMIUM C2:1280:GASOHOL REGULAR C3:1280:GASOHOL REGULAR ;;;;;;;;;10550;28/03/2023;INDEFINIDO;ZOILO HIVAN GUERRA FLORES;720
2629;201300065671;100539;100539-050-110413;20547013493;GASOLINERA CHAUPIN S.A.C.;AV. LOS LIBERTADORES S/N, CENTRO POBLADO AUGUSTO B. LEGUIA (ALTURA KM 12, MARGEN DERECHA CARRETERA CAÑETE - YAUYOS);LIMA;CAÑETE;NUEVO IMPERIAL;ESTACIONES DE SERVICIOS;C1:4000:Diesel B5 S-50 ;C1:2000:GASOHOL 90 PLUS ;C1:1000:GASOHOL 95 PLUS C2:1000:GASOHOL 97 PLUS ;;;;;;;;8000;11/04/2013;INDEFINIDO;ROSA NATALIA CHAUPIN FERNANDEZ;480
2630;201900120202;132031;132031-050-220719;10279018660;JOSE ELIAS RUIZ VELASQUEZ;ESQUINA AV. 28 DE JULIO S/N Y JR. WALTER HONORIO MZA. 10B LOTE 40, SECTOR RODEOPAMPA ;CAJAMARCA;SAN MARCOS;PEDRO GALVEZ;ESTACIONES DE SERVICIOS;C1:9000:Diesel B5 S-50 ;C1:2000:GASOHOL 95 PLUS C2:2000:GASOHOL 90 PLUS C3:2000:GASOHOL 90 PLUS ;;;;;;;;;15000;22/07/2019;INDEFINIDO;JOSE ELIAS RUIZ VELASQUEZ;0
2631;202200044057;135611;135611-050-220422;20608959522;ESTACION DE SERVICIOS MEXICO E.I.R.L.;CARRETERA BAGUA – COPALLIN KM. 1 + 145M;AMAZONAS;BAGUA;BAGUA;ESTACIONES DE SERVICIOS;C1:5000:Diesel B5 S-50 ;C1:4000:GASOLINA 90 ;C1:4000:GASOLINA 84 ;;;;;;;;13000;22/04/2022;INDEFINIDO;CESAR CABREJOS PEREZ;720
2632;202200170361;156323;156323-050-310522;20609390990;ESTACION DE SERVICIOS ANSA S.A.C.;CALLE POMA ROSA S/N, ESQUINA CON CALLE JERUSALEN, DEL COMITE DE DESARROLLO COMUNAL;LORETO;MAYNAS;SAN JUAN BAUTISTA;ESTACIONES DE SERVICIOS;C1:3000:DIESEL B5 C2:3000:GASOLINA 84 ;C1:3000:GASOLINA 90 C2:3000:GASOLINA 95 ;;;;;;;;;12000;3/10/2022;INDEFINIDO;JUAN CARLOS QUISPE GUZMAN;720
2633;202000056341;133123;133123-050-140520;10028142329;COVEÑAS ZAPATA JOSE MAXIMO;CALLE 28 DE JULIO N° 083 CASERIO MONTE CASTILLO;PIURA;PIURA;CATACAOS;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:3000:Diesel B5 S-50 ;C1:3000:GASOHOL 90 PLUS ;C1:1000:GASOHOL 84 PLUS ;;;;;;;;7000;14/05/2020;INDEFINIDO;COVEÑAS ZAPATA JOSE MAXIMO;720
2634;201900110520;8685;8685-050-100719;20491040735;T&M INVERSIONES DEL SUR SOCIEDAD ANÓNIMA;ESPINAR S/N. COMUNIDAD TINTAYA - MARQUIRI;CUSCO;ESPINAR;ESPINAR;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:8700:Diesel B5 S-50 ;C1:8700:GASOHOL 90 PLUS ;;;;;;;;;17400;10/07/2019;INDEFINIDO;JANETH JUSTINA YAURI MEDINA ;0
2635;202100056622;63111;63111-050-260421;20517895718;CONSORCIO PETRO CENTRAL S.A.C.;AV. NICOLAS AYLLON, MZ P, LOTE 4. CARRETERA CENTRAL KM 52.800;LIMA;HUAROCHIRI;SANTA CRUZ DE COCACHACRA;ESTACIONES DE SERVICIOS;C1:1910:Diesel B5 S-50 ;C1:4501:Diesel B5 S-50 ;C1:1328:GASOHOL 97 PLUS ;C1:1328:GASOHOL 90 PLUS ;C1:1328:GASOHOL 95 PLUS ;;;;;;10395;26/04/2021;INDEFINIDO;JAIME RUBEN CAPCHA IPARRAGUIRRE ;0
2636;201900127085;111061;111061-050-070819;10243916327;LIDIO PACCO ORDOÑEZ ;CARRETERA OLLANTAYTAMBO ABRA MÁLAGA COMUNIDAD CAMPESINA PHIRY;CUSCO;URUBAMBA;OLLANTAYTAMBO;ESTACIONES DE SERVICIOS;C1:5000:Diesel B5 S-50 ;C1:2500:GASOHOL 95 PLUS ;C1:2500:GASOHOL 90 PLUS ;;;;;;;;10000;7/08/2019;INDEFINIDO;LIDIO PACCO ORDOÑEZ ;0
2637;202100042072;39898;39898-050-110321;20494097452;SERVICENTRO NANCY E.I.R.L.;CARRETERA FERNANDO BELAUNDE TERRY S/N (FRENTE A PLANTA PAJATEN GAS);SAN MARTIN;MARISCAL CACERES;JUANJUI;ESTACIONES DE SERVICIOS;C1:10668:Diesel B5 S-50 ;C1:10701:Diesel B5 S-50 ;C1:10712:GASOLINA 84 ;C1:10701:GASOLINA 90 ;C1:10701:GASOLINA 90 ;C1:10712:GASOLINA 95 ;;;;;64195;11/03/2021;INDEFINIDO;NANCY ELENINA IBAÑEZ RUIZ;0
2638;201600179800;44526;44526-050-301216;10455937928;ADDERLY DANY CHAMBILLA CRUZ;CARRETERA A PUNO DESAGUADERO KM. 61.8 COMUNIDAD CHASQUI;PUNO;EL COLLAO;PILCUYO;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:2800:Diesel B5 S-50 ;C1:1160:GASOHOL 84 PLUS ;;;;;;;;;3960;30/12/2016;INDEFINIDO;ADDERLY DANY CHAMBILLA CRUZ;720
2639;202200145007;101676;101676-050-310722;20601154120;CONSTRUCTORES Y SERVICIOS GENERALES TACUNAN SOCIEDAD ANONIMA CERRADA;PREDIO RUSTICO Nº 6, SECTOR OMAYA BAJA, CARRETERA PICHARI-SAN FRANCISCO;CUSCO;LA CONVENCION;PICHARI;ESTACIONES DE SERVICIOS;C1:4539:Diesel B5 S-50 ;C1:4539:Diesel B5 S-50 ;C1:4539:GASOHOL 84 PLUS ;C1:4539:GASOHOL 90 PLUS ;C1:4539:GASOHOL 95 PLUS ;;;;;;22695;31/07/2022;31/07/2023;TACUNAN JAVIER TITO ARMANDO;0
2640;202300048779;128623;128623-050-140323;20490895460;EXPLORACIONES PUERTO LEGUIA - INAMBARI SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA;CARRETERA INTEROCEANICA JULIACA - PUERTO MALDONADO KM. 337, CENTRO POBLADO LECHEMAYO ;PUNO;CARABAYA;SAN GABAN;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:9318:Diesel B5 S-50 ;C1:9296:Diesel B5 S-50 ;C1:4654:GASOHOL 84 PLUS C2:4676:GASOHOL REGULAR ;;;;;;;;27944;14/03/2023;14/03/2024;QUISPE CHOQUE DEMICIA;0
2641;202300048795;18441;18441-050-040323;15130063699;SUCESIÓN ZEBALLOS ESCOBAR MEDARDO SILES;CARRETERA PANAMERICANA SUR KM. 1141;MOQUEGUA;MARISCAL NIETO;MOQUEGUA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:5000:GASOHOL 95 PLUS ;C1:5000:GASOHOL 90 PLUS ;C1:5000:Diesel B5 S-50 ;;;;;;;;15000;4/03/2023;INDEFINIDO;GRIMALDA RIMACHI ELPPA;0
2642;201800193025;139658;139658-050-201118;20603355084;COMERCIO CONSULTORIA Y EJECUCION ALFRI E.I.R.L.;CARRETERA MARCARA – VICOS, TUYU PARCELA B LOTE 10;ANCASH;CARHUAZ;MARCARA;ESTACIONES DE SERVICIOS;C1:5200:Diesel B5 S-50 ;C1:2600:GASOHOL 90 PLUS ;C1:2600:GASOHOL 95 PLUS ;;;;;;;;10400;20/11/2018;INDEFINIDO;FRIDA ADELA GUTIERREZ CARRANZA;0
2643;201900139103;96396;96396-050-250819;20602507361;SERVICENTRO LAS ORQUÍDEAS E.I.R.L.;CARRETERA MARGINAL SATIPO-RIO NEGRO KM. 1.8 ASOC. DE VIVIENDAS LAS ORQUIDEAS;JUNIN;SATIPO;RIO NEGRO;ESTACIONES DE SERVICIOS;C1:10320:Diesel B5 S-50 ;C1:5160:GASOHOL 90 PLUS C2:3000:GASOHOL 84 PLUS C3:2160:GASOHOL 97 PLUS ;;;;;;;;;20640;25/08/2019;INDEFINIDO;NANCY ESPINOZA OLIVERA;720
2644;201800056999;9525;9525-050-131118;20600868862;PETRO CALLAO S.A.C. ;AV. ARGENTINA N° 498, URB. CHACARITAS;PROV. CONST. DEL CALLAO;PROV. CONST. DEL CALLAO;CALLAO;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:2000:GASOHOL 95 PLUS ;C1:2000:GASOHOL 97 PLUS ;C1:4000:GASOHOL 90 PLUS ;C1:4000:Diesel B5 S-50 ;;;;;;;12000;6/04/2018;INDEFINIDO;VICENTE ENRIQUE MARCELO LOAYZA;720
2645;202000056310;112792;112792-050-140520;20488087437;ALMACEN Y CONSUMIDOR DIRECTO HERNANDEZ E.I.R.L;CARRETERA FERNANDO BELAUNDE TERRY KM. 295 + 325;AMAZONAS;BONGARA;CUISPES;ESTACIONES DE SERVICIOS;C1:4000:Diesel B5 S-50 ;C1:2500:GASOLINA 90 C2:1500:GASOLINA 84 ;;;;;;;;;8000;14/05/2020;INDEFINIDO;ELADIO HERNANDEZ SANCHEZ;240
2646;201300130807;8497;8497-050-280913;20447929075;GRIFO PETROFAX E.I.R.L;AV. LAMPA N° 815;PUNO;SAN ROMAN;JULIACA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:7000:Diesel B5 S-50,GASOHOL 84 PLUS,GASOHOL 90 PLUS,SIN PRODUCTO ;;;;;;;;;;18000;30/09/2013;INDEFINIDO;TOMAS MAMANI YANARICO;0
2647;202200086139;161520;161520-050-280622;20533824103;ESTACION DE SERVICIOS SIERRA NEVADA E.I.R.L.;AV. CENTENARIO S/N PREDIO CANCARYACU, SECTOR VICHAY;ANCASH;HUARAZ;INDEPENDENCIA;ESTACIONES DE SERVICIOS;C1:10000:Diesel B5 S-50 ;C1:5000:GASOHOL 90 PLUS C2:3000:GASOHOL 95 PLUS C3:2000:GASOHOL 98 PLUS ;;;;;;;;;20000;28/06/2022;INDEFINIDO;SOTELO ROMERO INES MONICA;0
2648;201500061193;18825;18825-050-270515;20414738193;GRIFO VICTORIA E.I.R.L. ;JR. JORGE CHAVEZ 1087 ESQ. JR. OLMEDO N° 498 ;LIMA;LIMA;BREÑA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:5240:Diesel B5 S-50 ;C1:2760:SIN PRODUCTO ;C1:4000:GASOHOL 90 PLUS ;C1:4000:GASOHOL 95 PLUS ;;;;;;;16000;27/05/2015;INDEFINIDO;NADER ALFONSO ABUDAYEH GIHA;0
2649;202200236960;21558;21558-050-110123;20127765279;COESTI S.A.;AV. EL SOL Nº 697, ESQUINA CON AV. REPUBLICA DE PANAMA;LIMA;LIMA;BARRANCO;ESTACIONES DE SERVICIOS;C1:8000:GASOHOL 95 PLUS ;C1:8000:GASOHOL 90 PLUS ;C1:8000:SIN PRODUCTO ;C1:8000:Diesel B5 S-50 ;C1:8000:SIN PRODUCTO ;C1:4000:SIN PRODUCTO ;C1:4000:SIN PRODUCTO ;;;;48000;11/01/2023;INDEFINIDO;CESAR DOMINGO CRUCES LIBERT;0
2650;202300002777;156656;156656-050-160123;20556119636;XACT PERU S.A.C.;AV. PERÚ N° 1806, MZ. 30, LOTE 2, ZONA G, CENTRO POBLADO SEMIRURAL PACHACUTEC GRUPO ZONAL N° 24 Y 25;AREQUIPA;AREQUIPA;CERRO COLORADO;ESTACIONES DE SERVICIOS;C1:10000:Diesel B5 S-50 ;C1:10000:Diesel B5 S-50 ;C1:4000:GASOHOL 90 PLUS ;C1:4000:GASOHOL 95 PLUS ;C1:4000:GASOHOL 97 PLUS ;;;;;;32000;16/01/2023;INDEFINIDO;JOSE JENNER BAZAN RODRIGUEZ;0
2651;201800092617;91891;91891-050-060618;20518633482;INVERSIONES M Y E S.A.C.;AV. 5 DE AGOSTO (ANTES AV. LAS TORRES), MZ. B, LOTES 3 Y 4, ASOCIACION CASA HUERTA 1ERO. DE MAYO;LIMA;LIMA;LURIGANCHO;ESTACIONES DE SERVICIOS;C1:1567:GASOHOL 90 PLUS C2:2033:GASOHOL 95 PLUS ;C1:3500:Diesel B5 S-50 ;;;;;;;;;7100;6/06/2018;INDEFINIDO;ESTELA ROSSI YALI AGUILAR;720
