No;EXPEDIENTE;CODIGO OSINERGMIN;REGISTRO;RUC;RAZON SOCIAL;DIRECCION OPERATIVA;DEPARTAMENTO;PROVINCIA;DISTRITO;TIPO DE ESTABLECIMIENTO;TANQUE 1;TANQUE 2;TANQUE 3;TANQUE 4;TANQUE 5;TANQUE 6;TANQUE 7;TANQUE 8;TANQUE 9;TANQUE 10;CAP.TOTAL CL (gln);FEC. EMISION;TÉRMINO DE VIGENCIA;REPRESENTANTE;GLP EN CILINDROS (kg)
487;201700129552;130800;130800-050-210817;20602283748;SERVICENTRO PIMEX S.A.C;CARRETERA JULIACA - HUANCANE KM 8.0+140;PUNO;SAN ROMAN;JULIACA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:6586:Diesel B5 S-50 ;C1:6586:Diesel B5 S-50 ;C1:3951:GASOHOL 84 PLUS ;C1:3951:GASOHOL 90 PLUS ;;;;;;;21074;21/08/2017;INDEFINIDO;JANETT YANINA QUEA CCAMA;0
488;202000056473;21017;21017-050-150520;20530329071;GRIFO PROGRESO-CATACAOS E.I.R.L.;AV. CAYETANO HEREDIA N° 1102;PIURA;PIURA;CATACAOS;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:3600:SIN PRODUCTO ;C1:1400:GASOHOL 90 PLUS ;C1:1400:GASOHOL 90 PLUS ;C1:1400:Diesel B5 S-50 ;;;;;;;7800;15/05/2020;INDEFINIDO;PUPPI UGAZ DE EYZAGUIRRE ISABEL DENISSE;0
489;202000101903;44433;44433-050-140920;20510414455;INVERSIONES ESPINOZA Y ASOCIADOS S.A.C.;AV. CUSCO ESQUINA CON JR. SAN MARTÍN Y AV. CAJAMARCA, MZ H-11 LOTES 40, 41 Y 42 – SEGUNDA ETAPA;PROV. CONST. DEL CALLAO;PROV. CONST. DEL CALLAO;MI PERU;ESTACIONES DE SERVICIOS;C1:3000:Diesel B5 S-50 C2:1317:GASOHOL 90 PLUS C3:1317:GASOHOL 95 PLUS ;;;;;;;;;;5634;14/09/2020;INDEFINIDO;FELIPE TEODORO ESPINOZA CARHUALLANQUI;0
490;201400036628;16794;16794-050-090414;20448852807;ESTACIÓN DE SERVICIOS NEVADOS DEL ANDE S.R.L.;AV. TAMBOPATA S/N, SALIDA CARRETERA COJATA;PUNO;HUANCANE;COJATA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:1500:GASOHOL 84 PLUS ;C1:1500:Diesel B5 S-50 ;;;;;;;;;3000;9/04/2014;INDEFINIDO;JAIME PERALTA MAMANI;0
491;202200172069;164617;164617-050-070922;20609576261;GRIFO LA PATRONA E.I.R.L.;CARRETERA CHICLAYO POMALCA CAMPO PEREDO JUNTO AL C.P. EL LINO MZ F LOTE 11 SECTOR 21;LAMBAYEQUE;CHICLAYO;POMALCA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:6000:Diesel B5 S-50 ;C1:2500:GASOHOL 90 PLUS ;C1:2000:GASOHOL 84 PLUS ;;;;;;;;10500;7/09/2022;INDEFINIDO;ANDER VASQUEZ ROJAS;0
492;202300066875;112809;112809-050-250323;20602038638;RED DE PETROLEOS L Y L S.A.C.;FRACCION DE LA PARCELA N° 05 DEL PROYECTO DE ADJUDICACION DENOMINADO SARAYACU-CENTRO POBLADO SARAYACU;MADRE DE DIOS;TAMBOPATA;INAMBARI;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:5175:GASOLINA 84 ;C1:10350:Diesel B5 S-50 ;C1:10350:Diesel B5 S-50 ;;;;;;;;25875;25/03/2023;INDEFINIDO;PUMA CARDENAS RUTH GUADA;0
493;202100172270;157857;157857-050-010921;10417189802;HUANACUNI NINA JESUS;AV. FLORAL N° 1195-1197 ESQUINA CON LA AV. RAMÓN CASTILLA N° 694-696;PUNO;EL COLLAO;ILAVE;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:5000:Diesel B5 S-50 ;C1:5000:Diesel B5 S-50 ;C1:3000:GASOHOL 84 PLUS ;C1:3000:GASOHOL 90 PLUS ;;;;;;;16000;1/09/2021;INDEFINIDO;HUANACUNI NINA JESUS;0
494;202200238526;8936;8936-050-110123;20606658274;CLYMA FUEL S.A.C.;AV. AMERICA SUR N° 1411;LA LIBERTAD;TRUJILLO;TRUJILLO;ESTACIONES DE SERVICIOS;C1:4280:Diesel B5 S-50 ;C1:5760:Diesel B5 S-50 ;C1:10000:Diesel B5 S-50 ;C1:10050:Diesel B5 S-50 ;C1:5710:GASOHOL 90 PLUS ;C1:4300:GASOHOL 95 PLUS ;C1:5730:GASOHOL 97 PLUS ;C1:4270:Diesel B5 S-50 ;;;50100;11/01/2023;INDEFINIDO;YELLMY MILAGROS LUNA BARRIOS DE ULLOA;240
495;201900034918;90442;90442-050-070319;20490062689;SERVICENTRO MARCO AURELIO EIRL;LOTE 4 MANZANA D PUERTO PASTORA;MADRE DE DIOS;TAMBOPATA;TAMBOPATA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:7000:Diesel B5 S-50 ;C1:7000:Diesel B5 S-50 ;C1:7000:GASOLINA 84 ;;;;;;;;21000;7/03/2019;INDEFINIDO;MELLY NELLY ALVAREZ FERNANDEZ DE DONAIRES ;400
496;202200094682;163019;163019-050-091122;20607331759;INVERSIONES Y COMBUSTIBLES KML E.I.R.L.;JR. EL ENCANTO N° 590 ANEXO RETAMAS;LA LIBERTAD;PATAZ;PARCOY;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:9200:Diesel B5 S-50 ;C1:3500:GASOHOL 90 PLUS ;C1:2000:GASOHOL 95 PLUS ;;;;;;;;14700;9/11/2022;INDEFINIDO;LUZMILA RODRIGUEZ JURADO;0
497;201800023797;8548;8548-050-160218;20454446195;JAMSI S.A.C.;ESQUINA AV. AREQUIPA Y CALLE TACNA;AREQUIPA;AREQUIPA;ALTO SELVA ALEGRE;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:2500:GASOHOL 90 PLUS ;C1:4500:DIESEL B5 ;C1:2000:GASOHOL 95 PLUS ;;;;;;;;9000;16/02/2018;INDEFINIDO;MARCO ANTONIO CORNEJO SANCHEZ;0
498;201900042774;16724;16724-050-180319;20602277381;ADRIATICO E.I.R.L.;ASOCIACION PRO VIVIENDA JULIO C. TELLO CALLE 2 Y 6, MZ. B, LOTES 9 Y 10;ICA;PISCO;PARACAS;ESTACIONES DE SERVICIOS;C1:4000:Diesel B5 S-50 ;C1:1500:GASOHOL 95 PLUS ;C1:1500:GASOHOL 90 PLUS ;C1:3000:GASOHOL 90 PLUS ;;;;;;;10000;18/03/2019;INDEFINIDO;SERGIO RAUL GARCIA CARRASCO;0
499;201900059386;44604;44604-050-190419;20127765279;COESTI S.A.;INTERSECCION VIA DE EVITAMIENTO Y PROLONGACION AV. BOLOGNESI;LAMBAYEQUE;CHICLAYO;CHICLAYO;ESTACIONES DE SERVICIOS;C1:5000:Diesel B5 S-50 ;C1:3000:GASOHOL 95 PLUS C2:2000:GASOHOL 90 PLUS ;;;;;;;;;10000;19/04/2019;INDEFINIDO;ABRAHAM HUGO CALDERON MAVILA;480
500;201900061183;18377;18377-050-230419;20600033671;FAMHORA SERVICIOS GENERALES S.A.C.;JR. CAHUIDE S/N. CARRETERA MARGINAL KM. 102;AMAZONAS;BONGARA;JAZAN;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:2500:GASOLINA 95 ;C1:2500:GASOLINA 90 ;C1:5000:Diesel B5 S-50 ;;;;;;;;10000;23/04/2019;INDEFINIDO;MARIO MIGUEL HORNA RAMIREZ;0
501;201700167081;116829;116829-050-161017;20550711011;SERVICIOS MULTIPLES Y TRANSPORTES W.W.C. S.R.L. ;CARRETERA CENTRAL KM 14.800 ESQUINA CON AV. GLORIA - GLORIA ALTA;LIMA;LIMA;ATE;ESTACIONES DE SERVICIOS;C1:10000:Diesel B5 S-50 ;C1:1200:GASOHOL 90 PLUS C2:1200:GASOHOL 95 PLUS ;;;;;;;;;12400;16/10/2017;INDEFINIDO;WALTER TEODORO SALVADOR PALACIOS;240
502;202200084495;19933;19933-050-190522;20525166415;MULTISERVICIOS ECOGAS S.A.C.;ESQ. AV. ARGENTINA CON JIRON VENEZUELA;PROV. CONST. DEL CALLAO;PROV. CONST. DEL CALLAO;CALLAO;ESTACIONES DE SERVICIOS;C1:6000:Diesel B5 S-50 ;C1:6000:GASOHOL 90 PLUS ;C1:5000:SIN PRODUCTO ;C1:3000:GASOHOL 95 PLUS C2:2000:GASOHOL 97 PLUS ;;;;;;;22000;19/05/2022;INDEFINIDO;SAMM MAURICIO AROM MATOS SIFUENTES;240
503;201900160178;9348;9348-050-011019;20406359809;GRIFO VIRGEN DE ALTA GRACIA E.I.R.LTDA.;AV. MANCO CAPAC S/N BARRIO MANCO CAPAC;PUNO;MELGAR;AYAVIRI;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:3600:Diesel B5 S-50 ;C1:2400:GASOHOL 84 PLUS ;C1:3595:GASOHOL 90 PLUS ;C1:3595:GASOHOL 95 PLUS ;;;;;;;13190;1/10/2019;INDEFINIDO;MAMANI CHINO SATURNINA;720
504;201900152790;119850;119850-050-200919;10455821059;SAMUEL JAHER ARCE GUTIERREZ;AV. CONFRATERNIDAD N° 180;APURIMAC;ANDAHUAYLAS;ANDAHUAYLAS;ESTACIONES DE SERVICIOS;C1:8670:Diesel B5 S-50 ;C1:4280:GASOHOL 90 PLUS C2:2195:GASOHOL 90 PLUS C3:1425:GASOHOL 95 PLUS ;;;;;;;;;16570;20/09/2019;INDEFINIDO;SAMUEL JAHER ARCE GUTIERREZ;0
505;202000121517;151164;151164-050-170920;10040498651;BAZAN CARHUARICRA YOLANDA MARINA;AV MARISCAL CASTILLA LT 12 MZ X COMUNIDAD CAMPESINA VILLA DE PASCO;PASCO;PASCO;TINYAHUARCO;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:2000:GASOHOL 95 PLUS C2:3500:GASOHOL 90 PLUS ;C1:6500:Diesel B5 S-50 ;;;;;;;;;12000;17/09/2020;INDEFINIDO;BAZAN CARHUARICRA YOLANDA MARINA;0
506;202200180724;19977;19977-050-051022;20224279893;AERO SERVICIOS S.A.C.;AV. JUAN PABLO II N° 1294-1298;LIMA;LIMA;SANTIAGO DE SURCO;ESTACIONES DE SERVICIOS;C1:8000:SIN PRODUCTO ;C1:8000:GASOHOL 98 PLUS ;C1:8000:GASOHOL 90 PLUS ;C1:8000:GASOHOL 95 PLUS ;C1:8000:Diesel B5 S-50 ;;;;;;40000;5/10/2022;INDEFINIDO;JHON WILVALDO CIERTO GUERRERO;240
507;202300090038;7575;7575-050-200523;20448383386;GRIFO DUJI E.I.R.L.;AV. PANAMERICANA KM.5;PUNO;PUNO;PUNO;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:3000:GASOHOL 84 PLUS ;C1:3000:Diesel B5 S-50 ;C1:6385:Diesel B5 S-50 ;C1:3072:GASOHOL 84 PLUS ;C1:3018:GASOHOL REGULAR ;C1:3018:GASOHOL PREMIUM ;C1:3024:GASOHOL PREMIUM ;;;;24517;20/05/2023;INDEFINIDO;REYNA PEREYRA ISCARRA;720
508;202100287471;152066;152066-050-110322;20608665154;GRIFOS MALI S.A.C.;LOTE 10 Y 11 DE MZA M-1, ESQUINA DE LA AV. PRINCIPAL CON CALLE SIN NOMBRE BARRIO VILLA UNIÓN DEL CENTRO POBLADO DE ORIENTAL;PUNO;SANDIA;CUYOCUYO;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:9220:Diesel B5 S-50 ;C1:2247:GASOHOL 84 PLUS ;C1:2247:GASOHOL 90 PLUS ;;;;;;;;13714;11/03/2022;INDEFINIDO;ANI ISABEL LIHUISE RAMOS ;0
509;202200160427;21690;21690-050-090922;10401429412;HENRY BENJAMIN ROSALES MENDEZ ;JR. LOS PROCERES N° 922 ;SAN MARTIN;SAN MARTIN;JUAN GUERRA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:2750:GASOLINA 90 ;C1:2750:Diesel B5 S-50 ;C1:1350:GASOLINA 84 ;;;;;;;;6850;9/09/2022;INDEFINIDO;HENRY BENJAMIN ROSALES MENDEZ ;0
510;201800115767;92125;92125-050-180718;20393606755;INVERSIONES LUIS DAVID E.I.R.L.;MZ. C, LOTES 1, 19 Y 20 - AA. HH. SOL NACIENTE;UCAYALI;CORONEL PORTILLO;MANANTAY;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:1513:GASOLINA 90 C2:1513:GASOLINA 90 ;C1:3027:DIESEL B5 C2:2021:DIESEL B5 ;;;;;;;;;8074;18/07/2018;INDEFINIDO;JESLINDA LIZ HUAMAN ROMERO;0
511;201900059395;18405;18405-050-150419;20127765279;COESTI S.A.;INTERSECCIÓN PANAMERICANA NORTE Y CARRETERA MONSEFU;LAMBAYEQUE;CHICLAYO;MONSEFU;ESTACIONES DE SERVICIOS;C1:5000:Diesel B5 S-50 ;C1:5000:GASOHOL 90 PLUS ;C1:2500:GASOHOL 95 PLUS ;;;;;;;;12500;24/04/2019;INDEFINIDO;ABRAHAM HUGO CALDERON MAVILA;480
512;201500018340;107999;107999-050-170215;20568890605;ESTACIÓN DE SERVICIOS MULTIPLES QUISPE E.I.R.L. ;AV. BUENAVENTURA N° 102;HUANCAVELICA;ANGARAES;CCOCHACCASA;ESTACIONES DE SERVICIOS;C1:4000:DIESEL B5 ;C1:4000:DIESEL B5 ;C1:2000:GASOHOL 90 PLUS C2:2000:GASOHOL 90 PLUS ;;;;;;;;12000;17/02/2015;INDEFINIDO;IGNACIO QUISPE QUICHCA;0
513;202200238558;37463;37463-050-121222;20100075858;GRIFO SAN IGNACIO S.A.C.;CARRETERA PANAMERICANA SUR KM. 416.3 PARCELA 27 - FUNDO SAN JOSE;ICA;NAZCA;EL INGENIO;ESTACIONES DE SERVICIOS;C1:5361:Diesel B5 S-50 ;C1:2703:GASOHOL 90 PLUS ;C1:2000:GASOHOL 95 PLUS ;C1:6028:Diesel B5 S-50 ;;;;;;;16092;12/12/2022;INDEFINIDO;CESAR AUGUSTO VALDIVIA OCAMPO;0
514;202200124144;163605;163605-050-250722;10425599483;SUNI CHALLCO RICHAR;CARRETERA AYAVIRI - LLALLI KM. 31+115 SECTOR MACHACMARCA;PUNO;MELGAR;CUPI;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:2696:Diesel B5 S-50 ;C1:1798:GASOHOL 90 PLUS ;C1:1798:GASOHOL 84 PLUS ;;;;;;;;6292;25/07/2022;INDEFINIDO;SUNI CHALLCO RICHAR;0
515;202300022032;14391;14391-050-060323;20127765279;COESTI S.A.;AV. PARRA 222-A;AREQUIPA;AREQUIPA;AREQUIPA;ESTACIONES DE SERVICIOS;C1:6000:GASOHOL REGULAR ;C1:6000:GASOHOL REGULAR ;C1:4000:GASOHOL PREMIUM ;C1:4000:GASOHOL PREMIUM ;C1:5100:Diesel B5 S-50 ;C1:3500:SIN PRODUCTO ;;;;;28600;6/03/2023;INDEFINIDO;ABRAHAM HUGO CALDERON MAVILA;480
516;201700106519;95768;95768-050-070717;20273355279;GRIFO ATICO S.R.L.;ASENTAMIENTO HUMANO IMPERIAL AGUADITA, MZ. 38, LOTES Nº 01 Y Nº 02;AREQUIPA;CARAVELI;CHALA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:2578:GASOHOL 90 PLUS ;C1:2578:GASOHOL 97 PLUS ;C1:2000:GASOHOL 95 PLUS ;C1:6986:Diesel B5 S-50 ;C1:6986:Diesel B5 S-50 ;;;;;;21128;7/07/2017;INDEFINIDO;CESAR ABDON RAMIREZ DE LA TORRE;480
517;202300022033;9212;9212-050-080223;20127765279;COESTI S.A;ALAMEDA PACHACUTEQ D-6;CUSCO;CUSCO;SANTIAGO;ESTACIONES DE SERVICIOS;C1:4000:GASOHOL 90 PLUS ;C1:3500:GASOHOL 90 PLUS ;C1:4000:Diesel B5 S-50 ;C1:2000:GASOHOL 95 PLUS ;;;;;;;13500;8/02/2023;INDEFINIDO;ABRAHAM HUGO CALDERON MAVILA ;0
518;202000129926;16695;16695-050-270920;20602738036;INVERSIONES DTP E.I.R.L.;JR. VICTORIA VASQUEZ N° 101 (ESQUINA AV. SALAVERRY N° 300);SAN MARTIN;SAN MARTIN;MORALES;ESTACIONES DE SERVICIOS;C1:2500:GASOLINA 84 ;C1:2500:GASOLINA 90 ;C1:2500:Diesel B5 S-50 ;C1:2500:SIN PRODUCTO ;;;;;;;10000;27/09/2020;INDEFINIDO;IRMA PANDURO TORRES;0
519;201700107645;130436;130436-050-240717;10250721647;ARTURO DEL CARPIO DELGADO;CALLE NUEVA MZA. U LOTE 01-A CENTRO POBLADO DE CAYCHIHUE ALTA Y QUEBRADA NUEVA;MADRE DE DIOS;MANU;HUEPETUHE;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:5300:GASOLINA 84 ;C1:4600:Diesel B5 S-50 ;C1:9200:Diesel B5 S-50 ;C1:9200:Diesel B5 S-50 ;;;;;;;28300;24/07/2017;INDEFINIDO;ARTURO DEL CARPIO DELGADO;0
520;202200114551;134633;134633-050-210822;20602165567;ESTACION DE SERVICIOS ARQUINIGO S.A.C.;AV. PRIMAVERA S/N CARRETERA POMACHACA-MASIN S/N UNIDAD CATASTRAL 8-2658960-51967, VALLE PUCHKA;ANCASH;HUARI;MASIN;ESTACIONES DE SERVICIOS;C1:6250:Diesel B5 S-50 ;C1:1085:GASOHOL 95 PLUS C2:1085:GASOHOL 90 PLUS ;;;;;;;;;8420;21/08/2022;INDEFINIDO;FELIX ANSELMO ARQUINIGO MORALES;0
521;202200122011;18875;18875-050-240922;20608276859;POWER PETROLEUM COMPANY S.A.C.;AV. NESTOR GAMBETTA S/N LOTIZACION LEONCIO PRADO, MZ. F, LOTE 83;LIMA;LIMA;PUENTE PIEDRA;ESTACIONES DE SERVICIOS;C1:3000:SIN PRODUCTO C2:3000:GASOHOL 98 PLUS ;C1:3000:GASOHOL 95 PLUS C2:3000:GASOHOL 90 PLUS ;C1:6000:Diesel B5 S-50 ;;;;;;;;18000;24/09/2022;INDEFINIDO;MIGUEL VEGA GAT MAILY;0
522;201900079886;14622;14622-050-210519;20503840121;REPSOL COMERCIAL S.A.C.;AV. EVITAMIENTO N° 1904 MZ. B LOTES 1-6, URB. LOS PARQUES DE MONTERRICO;LIMA;LIMA;ATE;ESTACIONES DE SERVICIOS;C1:6000:Diesel B5 S-50 ;C1:6000:GASOHOL 90 PLUS ;C1:6000:GASOHOL 95 PLUS ;C1:6000:GASOHOL 98 PLUS ;C1:6000:GASOHOL 95 PLUS ;;;;;;30000;21/05/2019;INDEFINIDO;ALBERTO ELIAS MUNARES TAPIA;0
523;202100225282;8661;8661-050-301121;20608459007;GRIFO AJP JULIACA S.A.C;AV. HEROES DEL PACIFICO Nº 896 - URB. LOS CHOFERES;PUNO;SAN ROMAN;JULIACA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:3000:GASOHOL 90 PLUS ;C1:4000:Diesel B5 S-50 ;;;;;;;;;7000;27/10/2021;INDEFINIDO;QUISPE BENIQUE PILAR DIONISIA;0
524;201800080464;134311;134311-050-170518;20602992986;CORPORACION FABY S.A.C;AA.HH JOSE CARLOS MARIATEGUI SECTOR 03 AV. LOS YAROS LOTES 03 Y 04 MZA. 03 ;PASCO;PASCO;SIMON BOLIVAR;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:1000:Diesel B5 S-50 C2:3000:GASOHOL 90 PLUS ;;;;;;;;;;4000;17/05/2018;INDEFINIDO;REYEL FELIX ESTRELLA BASILIO;0
525;201800043396;135047;135047-050-190318;20602383882;ESTACION DE SERVICIOS DON MARIANITO II S.A.C.;PREDIO CHURUPUCJIO, SECTOR CHURUPUJIO VALLE HUATANAY;CUSCO;QUISPICANCHI;OROPESA;ESTACIONES DE SERVICIOS;C1:10500:Diesel B5 S-50 ;C1:10500:Diesel B5 S-50 ;C1:5250:GASOHOL 90 PLUS C2:5250:GASOHOL 84 PLUS ;C1:5250:GASOHOL 90 PLUS C2:5250:GASOHOL 95 PLUS ;;;;;;;42000;19/03/2018;INDEFINIDO;NATIVIDAD CCASA CCASA ;0
526;201900211193;9195;9195-050-241219;20486451191;SERVICENTRO FAVALCA S.R.L.;AV. MANUEL PRADO N° 504 (CARRETERA CENTRAL KM. 228);JUNIN;JUNIN;JUNIN;ESTACIONES DE SERVICIOS;C1:6000:GASOHOL 90 PLUS ;C1:4000:GASOHOL 95 PLUS ;C1:8000:Diesel B5 S-50 ;C1:6000:SIN PRODUCTO ;;;;;;;24000;24/12/2019;INDEFINIDO;HINDIRA RUT VALERIO POMACHAGUA;0
527;201500077674;104841;104841-050-140715;20600421507;FLOWISEG E.I.R.L.;AV. PANAMERICANA ESQ. JIRÓN LIMA S/N UPV. VILLA COMBUCO;PUNO;HUANCANE;COJATA;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:5000:Diesel B5 S-50 ;C1:5000:GASOHOL 84 PLUS ;;;;;;;;;10000;14/07/2015;INDEFINIDO;WILLIAM TEISON QUITO FLORES;0
528;201700164249;7528;7528-050-091017;20503840121;REPSOL COMERCIAL S.A.C. ;AV. NESTOR GAMBETA N° 1295;PROV. CONST. DEL CALLAO;PROV. CONST. DEL CALLAO;CALLAO;ESTACIONES DE SERVICIOS;C1:8000:GASOHOL 95 PLUS ;C1:8000:Diesel B5 S-50 ;C1:8000:Diesel B5 S-50 ;C1:8000:Diesel B5 S-50 ;C1:8000:GASOHOL 98 PLUS ;C1:8000:GASOHOL 90 PLUS ;;;;;48000;9/10/2017;INDEFINIDO;VICTOR GONZALO CASTILLO OVIEDO;0
529;202300019790;135352;135352-050-030223;20610299661;GRIFO SERVICENTRO KATXIM S.A.C.;CARRETERA CENTRAL S/N;HUANCAVELICA;TAYACAJA;ACOSTAMBO;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:5000:Diesel B5 S-50 C2:1500:GASOHOL 90 PLUS C3:1500:GASOHOL 95 PLUS ;;;;;;;;;;8000;3/02/2023;INDEFINIDO;AQUINO TORRES KATHERINE MERLY;240
530;201800185856;139563;139563-050-081118;20601535204;CORPORACION E INVERSIONES BUENA VISTA S.A.C.;AV. TRUJILLO N° 685 BARRIO SAN REMIGIO;LA LIBERTAD;OTUZCO;OTUZCO;ESTACIONES DE SERVICIOS;C1:4000:Diesel B5 S-50 ;C1:4000:GASOHOL 90 PLUS ;C1:4000:GASOHOL 95 PLUS ;;;;;;;;12000;8/11/2018;INDEFINIDO;PAULA YBAÑEZ GERMAN ;0
531;201800098514;114418;114418-050-160618;20393725843;SERVICENTRO CECILIA E.I.R.L.;AV. AVIACION ESQUINA CON AV. LLOQUE YUPANQUI MZ A LOTE 1 Y 3 AA.HH ENCANTO;UCAYALI;CORONEL PORTILLO;CALLERIA;ESTACIONES DE SERVICIOS;C1:6000:GASOLINA 90 C2:3000:GASOLINA 95 ;C1:5000:DIESEL B5 C2:4000:DIESEL B5 ;;;;;;;;;18000;16/06/2018;INDEFINIDO;CECILIA MAYTA ROJAS;0
532;202000104224;110053;110053-050-130820;20600433939;INVERSIONES JESUS TRIUNFADOR E.I.R.L.;CALLE LOS REYES MZA.B LOTE 1 – CENTRO POBLADO POMACANCHI;CUSCO;ACOMAYO;POMACANCHI;ESTACIONES DE SERVICIOS;C1:4200:Diesel B5 S-50 ;C1:2750:GASOHOL 90 PLUS ;C1:7958:GASOHOL 90 PLUS ;C1:5598:Diesel B5 S-50 C2:2360:GASOHOL 95 PLUS ;;;;;;;22866;13/08/2020;INDEFINIDO;PERCY HECTOR COELLO CCOPA;240
533;202100292990;21792;21792-050-080222;20501830098;TRANSPORTE CASSA E.I.R.L.;PROLONG.AV. ESTACION S/N, LT.5, EX HACIENDA JESUS DEL VALLE;LIMA;HUARAL;HUARAL;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:2800:GASOHOL 90 PLUS ;C1:900:GASOHOL 95 PLUS C2:1500:SIN PRODUCTO ;C1:3000:Diesel B5 S-50 ;;;;;;;;8200;8/02/2022;INDEFINIDO;EDUARDO CASSA ARONACA;0
534;202100193592;118147;118147-050-180222;20449225172;MONTEALEGRE S.R.L.;AV. CONFRATERNIDAD INTERNACIONAL OESTE 1741 VILLON BAJO, HUARAZ;ANCASH;HUARAZ;HUARAZ;ESTACIONES DE SERVICIOS;C1:3000:GASOHOL 97 PLUS ;C1:5260:Diesel B5 S-50 ;C1:2930:GASOHOL 90 PLUS ;C1:2630:GASOHOL 95 PLUS ;;;;;;;13820;18/02/2022;INDEFINIDO;ROSA MARITZA RAFAEL HUERTA;0
535;202300022037;7401;7401-050-030323;20127765279;COESTI S.A.;CARRETERA A YURA KM. 11 - URB. HEROES DE BREÑA;AREQUIPA;AREQUIPA;CERRO COLORADO;ESTACIONES DE SERVICIOS;C1:5000:Diesel B5 S-50 ;C1:5000:Diesel B5 S-50 ;C1:4000:GASOHOL REGULAR ;;;;;;;;14000;3/03/2023;INDEFINIDO;ABRAHAM HUGO CALDERON MAVILA;720
536;202100052639;40155;40155-050-240321;20602544002;COMPAÑIA OPERADORA DE LA SELVA S.A.;AV. ABELARDO QUIÑONES KM. 1.5;LORETO;MAYNAS;SAN JUAN BAUTISTA;ESTACIONES DE SERVICIOS;C1:6000:GASOLINA 90 ;C1:6000:DIESEL B5 ;C1:4000:SIN PRODUCTO ;C1:4000:GASOLINA 84 ;;;;;;;20000;24/03/2021;INDEFINIDO;MARLY PATRICIA RENGIFO RIOS;0
537;201900213259;87792;87792-050-231219;10416896149;CESAR IBAÑEZ RUIZ;CARRETERA YURIMAGUAS - TARAPOTO KM. 3.7;LORETO;ALTO AMAZONAS;YURIMAGUAS;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:3000:GASOLINA 90 ;C1:3000:GASOLINA 84 ;C1:5300:DIESEL B5 ;;;;;;;;11300;23/12/2019;INDEFINIDO;CESAR IBAÑEZ RUIZ;0
538;202200109758;136476;136476-050-200622;10286939941;EUSEBIO CORAS YAROS ;ESQUINA AV. RIO MAGDALENA CON AV. LOS COCOS MZ. D-1, LOTES 1,2,3,4 Y 5;AYACUCHO;LA MAR;SAMUGARI;ESTACIONES DE SERVICIOS;C1:4000:Diesel B5 S-50 C2:4000:GASOHOL 90 PLUS ;;;;;;;;;;8000;20/06/2022;20/06/2023;EUSEBIO CORAS YAROS;0
539;201300017459;8687;8687-050-140113;10018381155;RICARDO GILBERTO BUTRON CALDERON ;AV. PACIFICO 333 ;PUNO;EL COLLAO;ILAVE;PUESTO DE VENTA DE COMBUSTIBLE - GRIFOS;C1:3000:GASOHOL 84 PLUS ;C1:3000:Diesel B5 S-50 ;;;;;;;;;6000;14/01/2013;INDEFINIDO;RICARDO GILBERTO BUTRON CALDERON ;0
540;202300022054;21665;21665-050-270223;20127765279;COESTI S.A.;ESQ. AV. LA PAZ Y AV. ARMENDARIZ N° 575;LIMA;LIMA;MIRAFLORES;ESTACIONES DE SERVICIOS;C1:4000:Diesel B5 S-50 C2:4000:GASOHOL REGULAR ;C1:8000:GASOHOL PREMIUM ;C1:8000:GASOHOL PREMIUM ;;;;;;;;24000;27/02/2023;INDEFINIDO;CESAR DOMINGO CRUCES LIBERT;0
